dataset_title,file_type
Formación y certificación en materia de igualdad género de INMUJERES,CSV
Programas de subsidios y apoyos del Instituto Nacional de las Mujeres de INMUJERES,CSV
Ganadoras de premios y concursos,CSV
Uso de las tecnologías de la información (TIC),php
Uso de las tecnologías de la información (TIC),CSV
Histórico de organizaciones certificadas con el Modelo de Equidad de Género,CSV
Liderazgo político de las mujeres en México de INMUJERES,CSV
Montos otorgados en proyectos de coinversión a organizaciones de la sociedad civil,CSV
Plan de Apertura Institucional de APBP,CSV
Monto equivalente de apoyos en especie a personas físicas por localidad,CSV
Inventario Institucional de Datos de APBP,vnd.ms-excel
Oficios y Documentos Institucionales de APBP,JSON
Personal académico ECOSUR 2019-2021,CSV
Posgrado ECOSUR 2022,cvs
Posgrado ECOSUR 2022,CSV
Plan de Apertura Institucional de ECOSUR,CSV
Personal Académico por Departamentos,CSV
Personal Académico por Departamentos,JSON
Producción Académica,CSV
Producción Académica,JSON
Oficios y Documentos Institucionales de ECOSUR,JSON
Posgrado de ECOSUR,JSON
Posgrado de ECOSUR,CSV
Personal Académico Total,JSON
Personal Académico Total,CSV
Personal Académico en el SNI,JSON
Personal Académico en el SNI,CSV
Actividades y productos de vinculación,CSV
Actividades y productos de vinculación,JSON
Proyectos Financiados,CSV
Proyectos Financiados,JSON
Anuario Estadístico de la Minería Mexicana,CSV
Carta Geocronológica de México,vnd.google-earth.kml+xml
"Cartografía Geofísica Aeromagnética por Estados escala 1:250,000",KMZ
Oficios y Documentos Institucionales de Servicio Geológico Mexicano,JSON
"Cartografía Geoquímica escala 1:250,000",KML
"Cartografía Geológica de la República Mexicana escala 1:250,000",vnd.google-earth.kml+xml
Inventarios Mineros Municipales  de Servicio Geológico Mexicano,KML
Inventario Institucional de Datos de Servicio Geológico Mexicano,XLSX
Directorio de la Minería Mexicana de Servicio Geológico Mexicano,CSV
Litros y Servicios por Venta de Combustibles por Estación de Combustibles,CSV
Tarifas Gasavion Enero 2022,vnd.ms-excel
Tarifas Gasavion 2021,vnd.ms-excel
Tarifas Turbosina ene 2022,vnd.ms-excel
Estadística de Carga de los Aeropuertos de la Red ASA,CSV
Tarifas Turbosina feb 2022,vnd.ms-excel
Tarifas Turbosina Abril 2022,vnd.ms-excel
Estadística de Operaciones de los Aeropuertos de la Red ASA,CSV
Tarifas Gasavion Abril 2022,vnd.ms-excel
Tarifas Turbosina 2021,vnd.ms-excel
Tarifas Gasavion Febrero 2022,vnd.ms-excel
Inventario Institucional de los Mecanismos de Participación Ciudadana,vnd.ms-excel
Reglamentos de los Mecanismos de Participación Ciudadana,PDF
Tarifas de Gasavion 2018,CSV
Tarifas de Gasavion 2017,CSV
Tarifas de Gasavion 2015,CSV
Tarifas de Turbosina 2013,CSV
Oficios y Documentos Institucionales de ASA,JSON
Tarifas de Gasavion 2014,CSV
Tarifas de Gasavion 2016,CSV
Tarifas de gasavion 2013,CSV
Tarifas de Turbosina 2017,CSV
Tarifas de Turbosina 2016,CSV
Tarifas de Turbosina 2015,CSV
Tarifas de Turbosina 2014,CSV
Tarifas de Turbosina 2018,CSV
Seguimiento del programa de trabajo de los MPC,PDF
Cuestionario MPC,PDF
Cuestionario MPC,DOCX
Pronóstico de Consumos de Turbosina,CSV
Estadística de Pasajeros de los Aeropuertos de la Red ASA,CSV
Informe Anual del MPC,PDF
Informe Anual del MPC,DOCX
Programa de Trabajo Anual de los Mecanismos de Participación Ciudadana,DOCX
Directorio de los Mecanismos de Participación,vnd.ms-excel
Programa de Desarrollo de MPC,PDF
Programa de Desarrollo de MPC,DOCX
Evaluación del MPC,DOCX
Tarifas de Turbosina 2019,CSV
Plan de Apertura Institucional de ASA,CSV
Tarifas de Gasavion 2019,CSV
Inventario Institucional de Datos de ASA,XLSX
COBERTURA DE CANAL ONCE,XLSX
COBERTURA DE CANAL ONCE,CSV
COBERTURA DE CANAL ONCE,KMZ
Plan de Apertura Institucional de Canal 11,vnd.ms-excel
PLAN DE APERTURA INSTITUCIONAL DE DATOS ABIERTOS CANAL ONCE,CSV
"Altas, bajas y cambios de los prestadores de servicios profesionales",XLSX
"Altas, bajas y cambios de los prestadores de servicios profesionales",CSV
OFICIOS Y DOCUMENTOS INSTITUCIONALES DE CANAL ONCE,No Format.
CARTA DE PROGRAMACIÓN,XLSX
CARTA DE PROGRAMACIÓN,CSV
CARTA DE PROGRAMACIÓN,vnd.ms-excel
RELACIÓN DE BIENES MUEBLES,CSV
RELACIÓN DE BIENES MUEBLES,XLSX
ESTADOS FINANCIEROS CANAL ONCE,XLSX
ESTADOS FINANCIEROS CANAL ONCE,TXT
INVENTARIO INSTITUCIONAL DE DATOS ABIERTOS DE CANAL ONCE,vnd.ms-excel
Número de alumnos graduados,CSV
Patentes de IPICYT,CSV
Actividades de difusión y divulgación,CSV
Subsidios otorgados a becarios,CSV
Relación de proyectos de vinculación,CSV
Publicaciones arbitradas,CSV
Plan de Apertura Institucional de IPICYT,CSV
Inventario Institucional de Datos de IPICYT,XLSX
Oficios y Documentos Institucionales de IPICYT,JSON
"Derechos Económicos, Sociales y Culturales/SNECDH, 2016-2020",CSV
Sistema Formal de Residencias de Especialidad-1,CSV
Cursos de Posgrado para Médicos Especialistas,CSV
Enseñanza Formativa III,CSV
Sistema Formal de Residencias de Especialidad 2,CSV
Residencias Médicas Avaladas por la UNAM,CSV
Enseñanza Formativa III 1,CSV
Artículos científicos publicados,HTML
Artículos científicos publicados,XLS
Artículos Científicos Publicados 2020,CSV
Artículos Científicos Publicados 2021,CSV
Artículos Científicos Publicados 2019,CSV
Oficios y Documentos Institucionales de INER,JSON
Programa anual de disposición final de los bienes muebles del Instituto.,XLS
Seguimiento diario de casos con sospecha de Influenza,XLS
Inventario Institucional de Datos de INER,vnd.ms-excel
Encuestas de Satisfacción del servicio publicadas Trimestralmente,XLS
Estadisticas de Morbimortalidad Anuales,XLS
Plan de Apertura Institucional de AGROASEMEX,CSV
Plan de Apertura Institucional de TGM,vnd.ms-excel
Mantenimiento Equipos de Seguridad,vnd.ms-excel
Indicadores de Gestión 2020,vnd.ms-excel
Indicadores de Gestión 2019,vnd.ms-excel
Proyectos Emblemáticos,vnd.ms-excel
Procesos Talleres Gráficos de México,vnd.ms-excel
Personal Capacitado 2021,vnd.ms-excel
PAAAS_2022,PDF
Programa de Verificación Vehicular,vnd.ms-excel
Mantenimiento Parque Vehicular,vnd.ms-excel
Indicadores de Gestión 2021,vnd.ms-excel
Principales Clientes,vnd.ms-excel
Principales Productos,vnd.ms-excel
Plan de Apertura Institucional de PRONABIVE,CSV
Ventas realizadas por la Entidad,vnd.ms-excel
Ventas realizadas por la Entidad,SQLBase Server 7.6
Ventas realizadas por la Entidad,CSV
Producción elaborada en la Entidad,vnd.ms-excel
Producción elaborada en la Entidad,CSV
Inventario Institucional de Datos de PRONABIVE,vnd.ms-excel
Oficios y Documentos Institucionales de PRONABIVE,PDF
Oficios y Documentos Institucionales de CONAZA,JSON
Inventario Institucional de Datos de CONAZA,XLSX
Estimulación de lluvia,No Format.
Solicitudes de Información recibidas mediante el sistema INFOMEX,CSV
Eficiencia terminal por generación del nivel medio superior,CSV
Alumnos titulados CEP,CSV
Resultados del examen EGEL,CSV
Artículos publicados por profesores del CSAEGRO,CSV
Cantidad de tesis desarrolladas en el CEP,CSV
Alumnos con promedio 9.5 y superior en CET y CEP,CSV
Presupuesto autorizado y ejercido por periodo,CSV
Inventario Institucional de Datos de CSAEGRO,XLSX
Oficios y Documentos Institucionales de CSAEGRO,No Format.
Alumnos atendidos en el CSAEGRO,CSV
Eficiencia terminal por generación del nivel superior,CSV
Olimpiadas del conocimiento,CSV
Becas otorgadas por periodo en el CSAEGRO,CSV
Oficios y Documentos Institucionales de INMEGEN,JSON
Productividad de la Dirección de Investigación,vnd.ms-excel
Actividades Académicas,vnd.ms-excel
Alumnos activos en estancias  en el INMEGEN,vnd.ms-excel
Inventario Institucional de Datos de INMEGEN,XLSX
Personal Científico del INMEGEN Vigente SII,vnd.ms-excel
Proyectos de investigación en el INMEGEN,XLS
Personal Científico del INMEGEN Vigente SNI,vnd.ms-excel
Asistentes en actividades académicas,vnd.ms-excel
Personal Científico Activo en el INMEGEN,vnd.ms-excel
Mapa del Genoma de Poblaciones Mexicanas,Base de Datos
Unidad de pensión cifras en pesos,vnd.ms-excel
Porcentaje de Población Económicamente Activa que Cotiza en AFORE,CSV
Número de traspasos afore-afore de cuentas individuales recibidos y cedidos,XLSX
Inventario Institucional de Datos de CONSAR,XLSX
"Listado de los precios de bolsa de las SIEFORES, por tipo de fondo de inversión",XLS
Listado de los rendimientos que han otorgado las Afores con precios de bolsa,XLS
Precios de Gestión de las SIEFORES,XLS
Medidas de Sensibilidad de las SIEFORE,XLSX
Activos Netos de las SIEFORE,XLSX
Plan de Apertura Institucional de CONSAR,CSV
Oficios y Documentos Institucionales de CONSAR,JSON
Monto (saldo acumulado) de los recursos registrados en las Afores,XLSX
Listado de comisiones (porcentaje sobre saldo) de las SIEFORES básicas,XLSX
Número total de cuentas administradas por las Afores,XLSX
Entrada y Salida de Recursos de las AFORE,XLSX
Oficios y Documentos Institucionales de FI,JSON
DBO (Demanda Bioquímica de Oxigeno) en el agua tratada FONATUR Infraestructura,CSV
"Porcentaje de DBO (Demanda Bioquímica de Oxigeno) en el agua potable, FONATUR Infraestructura",vnd.ms-excel
Plan de Apertura Institucional de FI,vnd.ms-excel
Material Iconográfico en el Acervo de la Cineteca Nacional,CSV
Expedientes de cortometrajes extranjeros,CSV
Funciones de cine organizadas en las instalaciones de la Cineteca Nacional,CSV
Expedientes de largometrajes nacionales,CSV
Expedientes de festivales extranjeros,CSV
Expedientes temáticos,CSV
Expedientes de festivales nacionales,CSV
Inventario Institucional de Datos del Fideicomiso para la Cineteca Nacional,XLSX
Películas digitalizadas para su visualización en la Videoteca Digital,vnd.ms-excel
Asistente a función cinematográfica,CSV
Películas mexicanas proyectadas (de corto y largometraje),CSV
Títulos proyectados (de corto y largometraje),CSV
Expedientes de cortometrajes nacionales,CSV
Libro en el Acervo de la Cineteca Nacional,CSV
Expedientes de premios y reconocimientos extranjeros,CSV
Títulos proyectado con asistencia,CSV
Expedientes de premios y reconocimientos mexicanos,CSV
Expedientes de largometrajes extranjeros,CSV
Película en el Acervo de la Cineteca Nacional,CSV
Plan de Apertura Institucional de CINETECA NACIONAL,CSV
Oficios y Documentos Institucionales de CINETECA NACIONAL,JSON
Expedientes de personalidades,CSV
Oficios y Documentos Institucionales del IPAB,JSON
Saldo de Bonos de Protección al Ahorro (BPAS).,JSON
Saldo de Bonos de Protección al Ahorro (BPAS).,vnd.ms-excel
Saldo de Bonos de Protección al Ahorro (BPAS).,CSV
Saldo de Bonos de Protección al Ahorro (BPAS).,XML
Resultados históricos de las subastas primarias de Bonos de Protección al Ahorro (BPAS).,vnd.ms-excel
Resultados históricos de las subastas primarias de Bonos de Protección al Ahorro (BPAS).,XML
Resultados históricos de las subastas primarias de Bonos de Protección al Ahorro (BPAS).,CSV
Resultados históricos de las subastas primarias de Bonos de Protección al Ahorro (BPAS).,JSON
Montos anuales de las cuotas pagadas por las Instituciones de Banca Múltiple.,CSV
Montos anuales de las cuotas pagadas por las Instituciones de Banca Múltiple.,JSON
Montos anuales de las cuotas pagadas por las Instituciones de Banca Múltiple.,XML
Montos anuales de las cuotas pagadas por las Instituciones de Banca Múltiple.,vnd.ms-excel
Estado que muestra el flujo de efectivo anual de los egresos presupuestales del Instituto.,JSON
Estado que muestra el flujo de efectivo anual de los egresos presupuestales del Instituto.,XML
Estado que muestra el flujo de efectivo anual de los egresos presupuestales del Instituto.,vnd.ms-excel
Estado que muestra el flujo de efectivo anual de los egresos presupuestales del Instituto.,CSV
Estado que muestra el flujo de efectivo anual de los ingresos presupuestales del Instituto,CSV
Estado que muestra el flujo de efectivo anual de los ingresos presupuestales del Instituto,JSON
Estado que muestra el flujo de efectivo anual de los ingresos presupuestales del Instituto,XML
Estado que muestra la situación financiera trimestral del Instituto.,vnd.ms-excel
Estado que muestra la situación financiera trimestral del Instituto.,XML
Estado que muestra la situación financiera trimestral del Instituto.,CSV
Estado que muestra la situación financiera trimestral del Instituto.,JSON
Estado que muestra el resultado trimestral de las actividades del Instituto.,JSON
Estado que muestra el resultado trimestral de las actividades del Instituto.,XLS
Estado que muestra el resultado trimestral de las actividades del Instituto.,XML
Estado que muestra el resultado trimestral de las actividades del Instituto.,CSV
Evolución de la composición de la  deuda del IPAB,CSV
Evolución de la composición de la  deuda del IPAB,JSON
Evolución de la composición de la  deuda del IPAB,XML
Evolución de la composición de la  deuda del IPAB,XLS
Evolución de la deuda del IPAB como porcentaje del PIB,vnd.ms-excel
Evolución de la deuda del IPAB como porcentaje del PIB,JSON
Evolución de la deuda del IPAB como porcentaje del PIB,XML
Evolución de la deuda del IPAB como porcentaje del PIB,CSV
Comparativo de la deuda del IPAB respecto a diciembre de 1999.,JSON
Comparativo de la deuda del IPAB respecto a diciembre de 1999.,XML
Comparativo de la deuda del IPAB respecto a diciembre de 1999.,CSV
Comparativo de la deuda del IPAB respecto a diciembre de 1999.,XLS
Estado que muestra la situación financiera anual del Instituto.,JSON
Estado que muestra la situación financiera anual del Instituto.,XML
Estado que muestra la situación financiera anual del Instituto.,CSV
Estado que muestra la situación financiera anual del Instituto.,vnd.ms-excel
